movieId,title,genres,year,avg_rating,no.user_rating/movie,popularity
30.0,shanghai triad (yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995,3.6339285714285716,56,1.0175
31.0,dangerous minds (1995),Drama,1995,3.3143776824034337,466,7.7225
32.0,twelve monkeys (a.k.a. 12 monkeys) (1995),Mystery|Sci-Fi|Thriller,1995,3.9059104737070838,2301,44.9375
33.0,wings of courage (1995),Adventure|Romance|IMAX,1995,3.0,3,0.045
34.0,babe (1995),Children|Drama,1995,3.6467971530249113,1686,30.7425
35.0,carrington (1995),Drama|Romance,1995,3.7066666666666666,75,1.39
36.0,dead man walking (1995),Crime|Drama,1995,3.9229340761374187,1077,21.125
37.0,across the sea of time (1995),Documentary|IMAX,1995,3.2777777777777777,9,0.1475
38.0,it takes two (1995),Children|Comedy,1995,2.8181818181818183,33,0.465
39.0,clueless (1995),Comedy|Romance,1995,3.4114546732255797,1423,24.2725
40.0,"cry, the beloved country (1995)",Drama,1995,3.7,45,0.8325
41.0,richard iii (1995),Drama|War,1995,3.8072289156626504,249,4.74
42.0,dead presidents (1995),Action|Crime|Drama,1995,3.1692913385826773,127,2.0125
43.0,restoration (1995),Drama,1995,3.479020979020979,143,2.4875
44.0,mortal kombat (1995),Action|Adventure|Fantasy,1995,2.6824074074074074,540,7.2425
45.0,to die for (1995),Comedy|Drama|Thriller,1995,3.441299790356394,477,8.2075
46.0,how to make an american quilt (1995),Drama|Romance,1995,3.276595744680851,141,2.31
47.0,seven (a.k.a. se7en) (1995),Mystery|Thriller,1995,4.07914798206278,2230,45.4825
48.0,pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,2.95,680,10.030000000000001
49.0,when night is falling (1995),Drama|Romance,1995,3.227272727272727,11,0.1775
50.0,"usual suspects, the (1995)",Crime|Mystery|Thriller,1995,4.3709612277867524,2476,54.11249999999999
51.0,guardian angel (1994),Action|Drama|Thriller,1994,1.75,2,0.0175
52.0,mighty aphrodite (1995),Comedy|Drama|Romance,1995,3.541407867494824,483,8.5525
53.0,lamerica (1994),Adventure|Drama,1994,4.0,5,0.1
54.0,"big green, the (1995)",Children|Comedy,1995,2.9454545454545453,55,0.81
55.0,georgia (1995),Drama,1995,3.25,54,0.8775
56.0,kids of the round table (1995),Adventure|Children|Fantasy,1995,1.5,3,0.0225
57.0,home for the holidays (1995),Drama,1995,3.4774436090225564,133,2.3125
58.0,"postman, the (postino, il) (1994)",Comedy|Drama|Romance,1994,3.989214175654854,649,12.945
59.0,"confessional, the (confessionnal, le) (1995)",Drama|Mystery,1995,3.0,5,0.075
60.0,"indian in the cupboard, the (1995)",Adventure|Children|Fantasy,1995,3.097315436241611,298,4.615
61.0,eye for an eye (1996),Drama|Thriller,1996,3.4153846153846152,130,2.22
62.0,mr. holland's opus (1995),Drama,1995,3.76453488372093,1032,19.425
63.0,don't be a menace to south central while drinking your juice in the hood (1996),Comedy|Crime,1996,2.8157894736842106,114,1.605
64.0,two if by sea (1996),Comedy|Romance,1996,2.827777777777778,90,1.2725000000000002
65.0,bio-dome (1996),Comedy,1996,2.4078947368421053,266,3.2025
66.0,lawnmower man 2: beyond cyberspace (1996),Action|Sci-Fi|Thriller,1996,2.1384615384615384,130,1.39
67.0,two bits (1995),Drama,1995,3.6,10,0.18
68.0,french twist (gazon maudit) (1995),Comedy|Romance,1995,3.4705882352941178,68,1.18
69.0,friday (1995),Comedy,1995,3.6125541125541125,231,4.1725
70.0,from dusk till dawn (1996),Action|Comedy|Horror|Thriller,1996,3.2202898550724637,690,11.11
71.0,fair game (1995),Action,1995,2.3981481481481484,54,0.6475
72.0,kicking and screaming (1995),Comedy|Drama,1995,3.3970588235294117,68,1.155
73.0,"misérables, les (1995)",Drama|War,1995,3.789808917197452,157,2.975
74.0,bed of roses (1996),Drama|Romance,1996,3.346368715083799,179,2.995
75.0,big bully (1996),Comedy|Drama,1996,2.4166666666666665,24,0.29
76.0,screamers (1995),Action|Sci-Fi|Thriller,1995,3.0804597701149423,174,2.68
77.0,nico icon (1995),Documentary,1995,3.4615384615384617,13,0.225
78.0,"crossing guard, the (1995)",Action|Crime|Drama|Thriller,1995,3.1641791044776117,67,1.06
79.0,"juror, the (1996)",Drama|Thriller,1996,3.23972602739726,292,4.73
80.0,"white balloon, the (badkonake sefid) (1995)",Children|Drama,1995,3.8181818181818183,22,0.42
81.0,things to do in denver when you're dead (1995),Crime|Drama|Romance,1995,3.2151515151515153,165,2.6525
82.0,antonia's line (antonia) (1995),Comedy|Drama,1995,3.949324324324324,148,2.9225
83.0,once upon a time... when we were colored (1995),Drama|Romance,1995,3.4827586206896552,29,0.505
84.0,last summer in the hamptons (1995),Comedy|Drama,1995,3.269230769230769,13,0.2125
85.0,angels and insects (1995),Drama|Romance,1995,3.546979865771812,149,2.6425
86.0,white squall (1996),Action|Adventure|Drama,1996,3.486425339366516,221,3.8525
87.0,dunston checks in (1996),Children|Comedy,1996,2.4722222222222223,54,0.6675
88.0,black sheep (1996),Comedy,1996,3.0318725099601593,251,3.805
89.0,nick of time (1995),Action|Thriller,1995,3.2658227848101267,158,2.58
90.0,"journey of august king, the (1995)",Drama,1995,3.4615384615384617,13,0.225
92.0,mary reilly (1996),Drama|Horror|Thriller,1996,2.792682926829268,123,1.7175
93.0,vampire in brooklyn (1995),Comedy|Horror|Romance,1995,2.4313725490196076,102,1.2399999999999998
94.0,beautiful girls (1996),Comedy|Drama|Romance,1996,3.584862385321101,218,3.9075
95.0,broken arrow (1996),Action|Adventure|Thriller,1996,3.1228668941979523,1172,18.3
96.0,in the bleak midwinter (1995),Comedy|Drama,1995,3.6,20,0.36
97.0,"hate (haine, la) (1995)",Crime|Drama,1995,3.98989898989899,99,1.975
99.0,heidi fleiss: hollywood madam (1995),Documentary,1995,3.1363636363636362,33,0.5175
100.0,city hall (1996),Drama|Thriller,1996,3.186936936936937,222,3.5375
101.0,bottle rocket (1996),Adventure|Comedy|Crime|Romance,1996,3.7818181818181817,220,4.16
102.0,mr. wrong (1996),Comedy,1996,2.4423076923076925,104,1.2700000000000002
103.0,unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,3.0816326530612246,49,0.755
104.0,happy gilmore (1996),Comedy,1996,3.383874239350913,986,16.6825
105.0,"bridges of madison county, the (1995)",Drama|Romance,1995,3.2914285714285714,525,8.64
106.0,nobody loves me (keiner liebt mich) (1994),Comedy|Drama,1994,3.7,10,0.185
107.0,muppet treasure island (1996),Adventure|Children|Comedy|Musical,1996,3.2229299363057327,314,5.06
108.0,catwalk (1996),Documentary,1996,4.0,5,0.1
109.0,headless body in topless bar (1995),Comedy|Drama|Thriller,1995,1.5,2,0.015
110.0,braveheart (1995),Action|Drama|War,1995,4.038033728022964,2787,56.27000000000001
111.0,taxi driver (1976),Crime|Drama|Thriller,1976,4.11741214057508,1252,25.775000000000006
112.0,rumble in the bronx (hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995,3.3693910256410255,624,10.5125
113.0,before and after (1996),Drama|Mystery,1996,3.0462962962962963,54,0.8225
114.0,margaret's museum (1995),Drama,1995,3.4166666666666665,12,0.205
116.0,anne frank remembered (1995),Documentary,1995,4.22093023255814,43,0.9075000000000002
117.0,"young poisoner's handbook, the (1995)",Crime|Drama,1995,3.7037037037037037,81,1.5
118.0,if lucy fell (1996),Comedy|Romance,1996,2.896551724137931,58,0.84
119.0,"steal big, steal little (1995)",Comedy,1995,2.5,10,0.125
120.0,race the sun (1996),Adventure|Comedy|Drama,1996,3.0833333333333335,6,0.0925
121.0,"boys of st. vincent, the (1992)",Drama,1992,3.761904761904762,42,0.79
122.0,boomerang (1992),Comedy|Romance,1992,2.792105263157895,190,2.6525
123.0,chungking express (chung hing sam lam) (1994),Drama|Mystery|Romance,1994,3.824324324324324,111,2.1225
124.0,"star maker, the (uomo delle stelle, l') (1995)",Drama,1995,4.021739130434782,23,0.4624999999999999
125.0,flirting with disaster (1996),Comedy,1996,3.8127962085308056,211,4.0225
126.0,"neverending story iii, the (1994)",Adventure|Children|Fantasy,1994,2.1714285714285713,70,0.76
127.0,"silences of the palace, the (saimt el qusur) (1994)",Drama,1994,3.0,1,0.015
128.0,jupiter's wife (1994),Documentary,1994,3.375,4,0.0675
129.0,pie in the sky (1996),Comedy|Romance,1996,3.7,10,0.185
130.0,angela (1995),Drama,1995,3.5,1,0.0175
131.0,frankie starlight (1995),Drama|Romance,1995,3.3,10,0.165
132.0,jade (1995),Thriller,1995,2.668181818181818,110,1.4675
133.0,nueba yol (1995),Comedy|Drama,1995,2.0,1,0.01
134.0,sonic outlaws (1995),Documentary,1995,5.0,3,0.075
135.0,down periscope (1996),Comedy,1996,3.0495626822157433,343,5.23
136.0,from the journals of jean seberg (1995),Documentary,1995,3.0,3,0.045
137.0,man of the year (1995),Documentary,1995,4.0,8,0.16
138.0,"neon bible, the (1995)",Drama,1995,3.25,4,0.065
139.0,target (1995),Action|Drama,1995,3.0,1,0.015
140.0,up close and personal (1996),Drama|Romance,1996,3.423954372623574,263,4.5025
141.0,"birdcage, the (1996)",Comedy,1996,3.501304347826087,1150,20.1325
142.0,shadows (cienie) (1988),Drama,1988,3.0,1,0.015
144.0,"brothers mcmullen, the (1995)",Comedy,1995,3.551063829787234,235,4.1725
145.0,bad boys (1995),Action|Comedy|Crime|Drama|Thriller,1995,3.223905723905724,594,9.575
146.0,"amazing panda adventure, the (1995)",Adventure|Children,1995,2.409090909090909,22,0.265
147.0,"basketball diaries, the (1995)",Drama,1995,3.589041095890411,219,3.93
148.0,"awfully big adventure, an (1995)",Drama,1995,2.880952380952381,21,0.3025
149.0,amateur (1994),Crime|Drama|Thriller,1994,3.8727272727272726,55,1.065
150.0,apollo 13 (1995),Adventure|Drama|IMAX,1995,3.8684,2500,48.355
151.0,rob roy (1995),Action|Drama|Romance|War,1995,3.514450867052023,692,12.16
152.0,"addiction, the (1995)",Drama|Horror,1995,3.2083333333333335,36,0.5775
153.0,batman forever (1995),Action|Adventure|Comedy|Crime,1995,2.922039859320047,1706,24.925
154.0,beauty of the day (belle de jour) (1967),Drama,1967,3.7947976878612715,173,3.2825
155.0,beyond rangoon (1995),Adventure|Drama|War,1995,3.440677966101695,59,1.015
156.0,blue in the face (1995),Comedy|Drama,1995,3.5055555555555555,90,1.5775
157.0,canadian bacon (1995),Comedy|War,1995,2.72992700729927,137,1.87
158.0,casper (1995),Adventure|Children,1995,2.9464285714285716,616,9.075000000000001
159.0,clockers (1995),Crime|Drama|Mystery,1995,3.5588235294117645,136,2.42
160.0,congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,2.5893300248138957,806,10.435
161.0,crimson tide (1995),Drama|Thriller|War,1995,3.760115606936416,1211,22.7675
162.0,crumb (1994),Documentary,1994,4.047021943573668,319,6.455
163.0,desperado (1995),Action|Romance|Western,1995,3.4238095238095236,735,12.5825
164.0,devil in a blue dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,3.504405286343612,227,3.9775
165.0,die hard: with a vengeance (1995),Action|Crime|Thriller,1995,3.5184151785714284,1792,31.525
166.0,"doom generation, the (1995)",Comedy|Crime|Drama,1995,3.1923076923076925,39,0.6225
167.0,feast of july (1995),Drama,1995,3.5,2,0.035
168.0,first knight (1995),Action|Drama|Romance,1995,3.0783227848101267,632,9.7275
169.0,free willy 2: the adventure home (1995),Adventure|Children|Drama,1995,2.372670807453416,161,1.9099999999999997
170.0,hackers (1995),Action|Adventure|Crime|Thriller,1995,3.197788697788698,407,6.5075
171.0,jeffrey (1995),Comedy|Drama,1995,3.5675675675675675,74,1.32
172.0,johnny mnemonic (1995),Action|Sci-Fi|Thriller,1995,2.6777950310559007,644,8.6225
173.0,judge dredd (1995),Action|Crime|Sci-Fi,1995,2.559720457433291,787,10.072499999999998
174.0,jury duty (1995),Comedy,1995,2.5504201680672267,119,1.5175
175.0,kids (1995),Drama,1995,3.5217391304347827,276,4.86
176.0,living in oblivion (1995),Comedy,1995,3.9669117647058822,136,2.6975
177.0,lord of illusions (1995),Horror,1995,2.9473684210526314,114,1.68
178.0,love & human remains (1993),Comedy|Drama,1993,3.59375,32,0.575
179.0,mad love (1995),Drama|Romance,1995,2.590909090909091,77,0.9975
180.0,mallrats (1995),Comedy|Romance,1995,3.5622119815668203,434,7.73
181.0,mighty morphin power rangers: the movie (1995),Action|Children,1995,1.9246575342465753,146,1.405
182.0,moonlight and valentino (1995),Drama|Romance,1995,2.8823529411764706,34,0.49
183.0,mute witness (1994),Comedy|Horror|Thriller,1994,3.2285714285714286,35,0.565
184.0,nadja (1994),Drama,1994,3.088235294117647,17,0.2625
185.0,"net, the (1995)",Action|Crime|Thriller,1995,3.0873749037721323,1299,20.0525
186.0,nine months (1995),Comedy|Romance,1995,2.904886561954625,573,8.3225
187.0,party girl (1995),Comedy,1995,3.443396226415094,53,0.9125
188.0,"prophecy, the (1995)",Fantasy|Horror|Mystery,1995,3.5166666666666666,120,2.11
189.0,reckless (1995),Comedy|Fantasy,1995,3.3684210526315788,19,0.32
190.0,safe (1995),Thriller,1995,3.694915254237288,59,1.09
191.0,"scarlet letter, the (1995)",Drama|Romance,1995,2.6927710843373496,83,1.1175000000000002
192.0,"show, the (1995)",Documentary,1995,3.25,4,0.065
193.0,showgirls (1995),Drama,1995,2.2621621621621624,370,4.1850000000000005
194.0,smoke (1995),Comedy|Drama,1995,3.775811209439528,339,6.4
195.0,something to talk about (1995),Comedy|Drama|Romance,1995,3.157754010695187,187,2.9525
196.0,species (1995),Horror|Sci-Fi,1995,2.834478021978022,728,10.3175
197.0,"stars fell on henrietta, the (1995)",Drama,1995,3.0,7,0.105
198.0,strange days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,3.395748987854251,494,8.3875
199.0,"umbrellas of cherbourg, the (parapluies de cherbourg, les) (1964)",Drama|Musical|Romance,1964,3.707317073170732,82,1.52
200.0,"tie that binds, the (1995)",Thriller,1995,3.0833333333333335,12,0.185
201.0,three wishes (1995),Drama|Fantasy,1995,3.1315789473684212,19,0.2975
202.0,total eclipse (1995),Drama|Romance,1995,3.289473684210526,19,0.31249999999999994
203.0,"to wong foo, thanks for everything! julie newmar (1995)",Comedy,1995,3.0574324324324325,296,4.525
204.0,under siege 2: dark territory (1995),Action,1995,2.9699074074074074,432,6.415
205.0,unstrung heroes (1995),Comedy|Drama,1995,3.4220779220779223,77,1.3175
206.0,unzipped (1995),Documentary,1995,3.4411764705882355,51,0.8775
207.0,"walk in the clouds, a (1995)",Drama|Romance,1995,3.4134275618374557,283,4.83
208.0,waterworld (1995),Action|Adventure|Sci-Fi,1995,2.8468372423596304,1407,20.0275
209.0,white man's burden (1995),Drama,1995,2.772727272727273,44,0.6100000000000001
210.0,wild bill (1995),Western,1995,2.7708333333333335,24,0.3325
211.0,"browning version, the (1994)",Drama,1994,3.712121212121212,33,0.6125
212.0,bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995,2.2241379310344827,29,0.3225
213.0,burnt by the sun (utomlyonnye solntsem) (1994),Drama,1994,3.9895833333333335,96,1.915
214.0,before the rain (pred dozhdot) (1994),Drama|War,1994,4.06,50,1.015
215.0,before sunrise (1995),Drama|Romance,1995,3.882562277580071,281,5.455
216.0,billy madison (1995),Comedy,1995,3.2224770642201834,436,7.025
217.0,"babysitter, the (1995)",Drama|Thriller,1995,2.5849056603773586,53,0.685
218.0,boys on the side (1995),Comedy|Drama,1995,3.3225806451612905,217,3.605
219.0,"cure, the (1995)",Drama,1995,3.5,32,0.56
220.0,castle freak (1995),Horror,1995,2.4210526315789473,19,0.23
222.0,circle of friends (1995),Drama|Romance,1995,3.481967213114754,305,5.31
223.0,clerks (1994),Comedy,1994,3.8768924302788843,1255,24.3275
224.0,don juan demarco (1995),Comedy|Drama|Romance,1995,3.4662576687116564,489,8.475
225.0,disclosure (1994),Drama|Thriller,1994,3.3335925349922237,643,10.7175
226.0,dream man (1995),Thriller,1995,4.25,2,0.0425
227.0,drop zone (1994),Action|Thriller,1994,2.970472440944882,254,3.7725
228.0,destiny turns on the radio (1995),Comedy,1995,2.810344827586207,29,0.4075
229.0,death and the maiden (1994),Drama|Thriller,1994,3.656,125,2.285
230.0,dolores claiborne (1995),Drama|Thriller,1995,3.627296587926509,381,6.91
231.0,dumb & dumber (dumb and dumber) (1994),Adventure|Comedy,1994,2.872711163614885,1693,24.3175
232.0,eat drink man woman (yin shi nan nu) (1994),Comedy|Drama|Romance,1994,4.04858934169279,319,6.4575
233.0,exotica (1994),Drama,1994,3.532258064516129,186,3.285
234.0,exit to eden (1994),Comedy,1994,2.698224852071006,169,2.28
235.0,ed wood (1994),Comedy|Drama,1994,3.618544600938967,852,15.415
236.0,french kiss (1995),Action|Comedy|Romance,1995,3.3172468354430378,632,10.4825
237.0,forget paris (1995),Comedy|Romance,1995,3.2416918429003023,331,5.365
238.0,far from home: the adventures of yellow dog (1995),Adventure|Children,1995,3.0384615384615383,52,0.79
239.0,"goofy movie, a (1995)",Animation|Children|Comedy|Romance,1995,3.0174418604651163,172,2.595
240.0,hideaway (1995),Thriller,1995,2.7586206896551726,29,0.4
241.0,fluke (1995),Children|Drama,1995,3.0,27,0.405
242.0,farinelli: il castrato (1994),Drama|Musical,1994,3.4296875,64,1.0975
243.0,gordy (1995),Children|Comedy|Fantasy,1995,2.325,20,0.2325
244.0,gumby: the movie (1995),Animation|Children,1995,2.2916666666666665,12,0.1375
245.0,"glass shield, the (1994)",Crime|Drama,1994,2.8823529411764706,17,0.245
246.0,hoop dreams (1994),Documentary,1994,4.084280303030303,528,10.7825
247.0,heavenly creatures (1994),Crime|Drama,1994,3.904645476772616,409,7.985
248.0,houseguest (1994),Comedy,1994,3.0,186,2.79
249.0,immortal beloved (1994),Drama|Romance,1994,3.6785714285714284,266,4.8925
250.0,heavyweights (heavy weights) (1995),Children|Comedy,1995,3.021276595744681,47,0.71
251.0,"hunted, the (1995)",Action,1995,3.3125,24,0.3975
252.0,i.q. (1994),Comedy|Romance,1994,3.1845124282982793,523,8.3275
253.0,interview with the vampire: the vampire chronicles (1994),Drama|Horror,1994,3.5038035961272476,1446,25.3325
254.0,jefferson in paris (1995),Drama,1995,3.0365853658536586,41,0.6225
255.0,"jerky boys, the (1995)",Comedy,1995,2.2686567164179103,67,0.76
256.0,junior (1994),Comedy|Sci-Fi,1994,2.7679924242424243,528,7.3075
257.0,just cause (1995),Mystery|Thriller,1995,3.484536082474227,194,3.38
258.0,"kid in king arthur's court, a (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995,2.6927083333333335,96,1.2925
259.0,kiss of death (1995),Crime|Drama|Thriller,1995,3.1481481481481484,108,1.7
260.0,star wars: episode iv - a new hope (1977),Action|Adventure|Sci-Fi,1977,4.19220006995453,2859,59.9275
261.0,little women (1994),Drama,1994,3.6206581352833638,547,9.9025
262.0,"little princess, a (1995)",Children|Drama,1995,3.797008547008547,234,4.4425
263.0,ladybird ladybird (1994),Drama,1994,3.9615384615384617,26,0.515
264.0,"enfer, l' (1994)",Drama,1994,3.3,5,0.0825
265.0,like water for chocolate (como agua para chocolate) (1992),Drama|Fantasy|Romance,1992,3.8447712418300655,612,11.765
266.0,legends of the fall (1994),Drama|Romance|War|Western,1994,3.4838709677419355,806,14.04
267.0,major payne (1995),Comedy,1995,2.849740932642487,193,2.75
268.0,little odessa (1994),Crime|Drama,1994,3.3815789473684212,38,0.6425
269.0,my crazy life (mi vida loca) (1993),Drama,1993,3.573170731707317,41,0.7325
270.0,love affair (1994),Drama|Romance,1994,3.23972602739726,73,1.1825
271.0,losing isaiah (1995),Drama,1995,3.2333333333333334,60,0.97
272.0,"madness of king george, the (1994)",Comedy|Drama,1994,3.7632911392405064,395,7.4325
273.0,mary shelley's frankenstein (frankenstein) (1994),Drama|Horror|Sci-Fi,1994,3.166240409207161,391,6.19
274.0,man of the house (1995),Comedy,1995,2.957627118644068,59,0.8725
275.0,mixed nuts (1994),Comedy,1994,2.669230769230769,65,0.8675
276.0,milk money (1994),Comedy|Romance,1994,3.0217391304347827,276,4.17
277.0,miracle on 34th street (1994),Drama,1994,3.3713389121338913,478,8.0575
278.0,miami rhapsody (1995),Comedy,1995,2.9461538461538463,65,0.9575
279.0,my family (1995),Drama,1995,3.7333333333333334,60,1.12
280.0,murder in the first (1995),Drama|Thriller,1995,3.722433460076046,263,4.895
281.0,nobody's fool (1994),Comedy|Drama|Romance,1994,3.7822966507177034,209,3.9525
282.0,nell (1994),Drama,1994,3.3581967213114754,610,10.2425
283.0,new jersey drive (1995),Crime|Drama,1995,3.1666666666666665,12,0.19
284.0,new york cop (nyû yôku no koppu) (1993),Action|Crime,1993,3.6666666666666665,3,0.055
285.0,beyond bedlam (1993),Drama|Horror,1993,2.0833333333333335,6,0.0625
286.0,nemesis 2: nebula (1995),Action|Sci-Fi|Thriller,1995,1.5714285714285714,7,0.055
287.0,nina takes a lover (1994),Comedy|Romance,1994,3.111111111111111,18,0.28
288.0,natural born killers (1994),Action|Crime|Thriller,1994,3.2682826622843058,1217,19.8875
289.0,only you (1994),Comedy|Romance,1994,3.3940217391304346,184,3.1225
290.0,once were warriors (1994),Crime|Drama,1994,4.044776119402985,201,4.065
291.0,poison ivy ii (1996),Drama|Thriller,1996,2.2222222222222223,45,0.5
292.0,outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995,3.405316824471959,1373,23.3775
293.0,léon: the professional (a.k.a. the professional) (léon) (1994),Action|Crime|Drama|Thriller,1994,4.073215599705666,1359,27.6775
294.0,"perez family, the (1995)",Comedy|Romance,1995,3.125,44,0.6875
295.0,"pyromaniac's love story, a (1995)",Comedy|Romance,1995,2.8653846153846154,26,0.3725
296.0,pulp fiction (1994),Comedy|Crime|Drama|Thriller,1994,4.15340419419707,3481,72.29
297.0,panther (1995),Drama,1995,2.5625,16,0.205
298.0,pushing hands (tui shou) (1992),Drama,1992,3.5,13,0.2275
299.0,priest (1994),Drama,1994,3.8115942028985508,138,2.63
300.0,quiz show (1994),Drama,1994,3.6741784037558687,1065,19.565
301.0,picture bride (bijo photo) (1994),Drama|Romance,1994,3.4130434782608696,23,0.3925
302.0,"queen margot (reine margot, la) (1994)",Drama|Romance,1994,3.7531645569620253,79,1.4825
303.0,"quick and the dead, the (1995)",Action|Thriller|Western,1995,3.104456824512535,359,5.5725
304.0,roommates (1995),Comedy|Drama,1995,2.962962962962963,27,0.4
305.0,ready to wear (pret-a-porter) (1994),Comedy,1994,2.6256544502617802,191,2.5075
306.0,three colors: red (trois couleurs: rouge) (1994),Drama,1994,4.038359788359788,378,7.6324999999999985
307.0,three colors: blue (trois couleurs: bleu) (1993),Drama,1993,3.926900584795322,342,6.715
308.0,three colors: white (trzy kolory: bialy) (1994),Comedy|Drama,1994,3.9442379182156135,269,5.305
309.0,"red firecracker, green firecracker (pao da shuang deng) (1994)",Drama,1994,3.7586206896551726,29,0.545
310.0,rent-a-kid (1995),Comedy,1995,2.7142857142857144,7,0.095
311.0,relative fear (1994),Horror|Thriller,1994,2.5,4,0.05
312.0,stuart saves his family (1995),Comedy,1995,2.7094594594594597,74,1.0025
313.0,"swan princess, the (1994)",Animation|Children,1994,3.1484375,64,1.0075
314.0,"secret of roan inish, the (1994)",Children|Drama|Fantasy|Mystery,1994,3.84703196347032,219,4.2125
315.0,"specialist, the (1994)",Action|Drama|Thriller,1994,2.8886054421768708,588,8.4925
316.0,stargate (1994),Action|Adventure|Sci-Fi,1994,3.3066627007733493,1681,27.7925
317.0,"santa clause, the (1994)",Comedy|Drama|Fantasy,1994,3.1692399049881237,842,13.3425
318.0,"shawshank redemption, the (1994)",Crime|Drama,1994,4.469384567322711,3201,71.53249999999998
319.0,shallow grave (1994),Comedy|Drama|Thriller,1994,3.780281690140845,355,6.71
320.0,suture (1993),Film-Noir|Thriller,1993,3.272727272727273,11,0.18
321.0,strawberry and chocolate (fresa y chocolate) (1993),Drama,1993,3.6923076923076925,52,0.96
322.0,swimming with sharks (1995),Comedy|Drama,1995,3.6815286624203822,157,2.89
324.0,"sum of us, the (1994)",Comedy|Drama,1994,3.611111111111111,27,0.4875
325.0,national lampoon's senior trip (1995),Comedy,1995,2.5701754385964914,57,0.7325
326.0,to live (huozhe) (1994),Drama,1994,3.972972972972973,74,1.47
327.0,tank girl (1995),Action|Comedy|Sci-Fi,1995,2.8773333333333335,375,5.395
328.0,tales from the crypt presents: demon knight (1995),Horror|Thriller,1995,3.106299212598425,127,1.9725
329.0,star trek: generations (1994),Adventure|Drama|Sci-Fi,1994,3.3385939741750357,1394,23.27
330.0,tales from the hood (1995),Action|Crime|Horror,1995,2.8636363636363638,66,0.945
331.0,tom & viv (1994),Drama,1994,3.3846153846153846,26,0.44
332.0,village of the damned (1995),Horror|Sci-Fi,1995,2.7542372881355934,118,1.625
333.0,tommy boy (1995),Comedy,1995,3.4178571428571427,560,9.57
334.0,vanya on 42nd street (1994),Drama,1994,3.963855421686747,83,1.645
335.0,underneath (1995),Mystery|Thriller,1995,3.4130434782608696,23,0.3925
336.0,"walking dead, the (1995)",Drama|War,1995,2.7083333333333335,12,0.1625
337.0,what's eating gilbert grape (1993),Drama,1993,3.7104978354978355,924,17.1425
338.0,virtuosity (1995),Action|Sci-Fi|Thriller,1995,2.9583333333333335,240,3.55
